,hour,generated_power,temperatureC,dewpointC,pressurehPa,wind_direction_degrees,wind_speed_KMH,wind_speed_gustKMH,Humidity,hourly_precipMM,daily_rainMM,solar_radiation_Watts_m2
5738,16,302,9,0,1019,314,0,0,55,0,0,90
5739,17,47,7,1,1019,320,0,0,65,0,0,9
5740,21,0,5,-1,1019,99,0,0,59,0,0,0
5741,22,0,5,-2,1019,124,0,0,59,0,0,0
5742,23,0,4,-2,1019,118,0,0,61,0,0,0
5743,0,0,4,-1,1019,96,0,0,64,0,0,0
5744,1,0,4,-1,1018,94,0,0,66,0,0,0
5745,2,0,4,-2,1018,65,0,0,64,0,0,0
5746,3,0,2,-2,1018,65,0,0,71,0,0,0
5747,4,0,2,-2,1018,65,0,0,70,0,0,0
5748,5,0,2,-2,1018,65,0,0,70,0,0,0
5749,6,0,4,-1,1018,65,0,0,65,0,0,0
5750,8,84,5,0,1018,93,0,0,63,0,0,14
5751,9,226,7,0,1018,98,0,0,58,0,0,181
5752,10,398,7,0,1019,97,0,0,59,0,0,62
5753,11,912,8,0,1019,70,0,1,59,0,0,149
5754,12,2411,9,1,1018,338,0,0,55,0,0,283
5755,13,2135,11,1,1017,317,0,1,52,0,0,418
5756,14,1449,12,2,1017,117,0,3,48,0,0,295
5757,16,763,12,1,1017,94,0,1,47,0,0,102
5758,17,763,12,1,1017,92,0,0,50,0,0,12
5759,8,763,5,1,1020,117,0,0,76,0,0,30
5760,9,763,7,2,1021,93,0,1,72,0,0,178
5761,10,763,9,3,1021,108,1,4,67,0,0,306
5762,11,763,10,3,1021,115,9,16,63,0,0,390
5763,12,763,12,4,1020,105,0,4,60,0,0,427
5764,13,763,12,4,1019,119,3,4,56,0,0,410
5765,14,763,13,3,1019,110,0,0,53,0,0,348
5766,15,763,12,5,1019,265,6,6,60,0,0,244
5767,16,763,12,4,1019,295,0,6,61,0,0,93
5768,17,763,11,5,1019,291,0,3,67,0,0,7
5769,8,763,2,1,1021,120,0,0,93,0,0,33
5770,9,763,3,2,1021,109,0,1,92,0,0,158
5771,10,763,6,3,1022,109,0,0,84,0,0,294
5772,11,763,9,5,1021,110,0,0,73,0,0,390
5773,12,763,10,5,1021,324,4,6,70,0,0,417
5774,13,763,11,5,1020,323,6,14,63,0,0,415
5775,14,763,11,6,1019,309,11,22,70,0,0,350
5776,15,763,12,5,1019,315,8,9,64,0,0,257
5777,16,763,12,5,1019,332,0,14,62,0,0,105
5778,17,763,11,5,1019,298,0,14,68,0,0,12
5779,8,763,5,1,1023,26,0,0,77,0,0,35
5780,9,763,6,2,1023,109,6,9,72,0,0,188
5781,10,724,8,2,1024,87,1,6,68,0,0,311
5782,11,2117,10,3,1024,92,0,1,63,0,0,399
5783,12,2571,12,2,1023,93,0,0,49,0,0,439
5784,13,2163,12,3,1023,272,3,16,57,0,0,401
5785,14,1449,12,3,1022,275,4,16,58,0,0,364
5786,15,649,11,5,1022,296,11,17,63,0,0,262
5787,16,285,11,5,1023,309,12,12,64,0,0,104
5788,17,66,10,6,1023,304,6,12,75,0,0,12
5789,21,0,7,5,1024,304,0,0,85,0,0,0
5790,22,0,6,4,1024,304,0,0,86,0,0,0
5791,23,0,6,3,1024,304,0,0,86,0,0,0
5792,0,0,4,2,1024,305,0,0,87,0,0,0
5793,1,0,4,2,1024,315,0,0,88,0,0,0
5794,2,0,3,2,1024,315,0,1,88,0,0,0
5795,3,0,3,1,1025,86,0,6,89,0,0,0
5796,4,0,3,1,1025,115,0,6,89,0,0,0
5797,5,0,2,1,1025,115,0,0,89,0,0,0
5798,6,0,2,1,1025,115,0,4,89,0,0,0
5799,8,144,2,1,1026,119,6,8,88,0,0,37
5800,9,268,5,2,1027,94,3,11,86,0,0,174
5801,10,795,7,2,1027,116,4,17,73,0,0,311
5802,11,2187,9,3,1027,106,0,9,66,0,0,404
5803,12,2496,11,3,1026,107,0,9,61,0,0,443
5804,13,2351,12,3,1026,169,6,8,55,0,0,431
5805,14,1508,12,5,1025,278,0,12,63,0,0,371
5806,15,609,12,3,1025,272,0,4,54,0,0,267
5807,16,342,12,4,1025,272,1,6,60,0,0,114
5808,17,50,11,5,1025,272,0,0,67,0,0,7
5809,21,0,7,5,1025,272,0,0,84,0,0,0
5810,22,0,6,3,1025,272,0,0,86,0,0,0
5811,23,0,5,3,1024,272,0,0,87,0,0,0
5812,0,0,5,3,1024,136,3,6,88,0,0,0
5813,1,0,4,2,1024,136,0,0,89,0,0,0
5814,2,0,3,2,1023,136,3,0,89,0,0,0
5815,3,0,3,1,1023,133,0,1,88,0,0,0
5816,4,0,2,1,1023,133,4,4,88,0,0,0
5817,5,0,2,0,1022,132,0,0,89,0,0,0
5818,6,0,2,0,1023,126,1,4,89,0,0,0
5819,9,231,4,1,1022,112,9,9,80,0,0,192
5820,10,748,6,2,1022,119,8,11,73,0,0,320
5821,11,2205,8,2,1021,128,3,12,68,0,0,399
5822,12,2402,10,2,1020,126,0,6,58,0,0,438
5823,13,2215,12,3,1019,126,1,8,55,0,0,390
5824,14,1669,13,0,1018,175,4,12,41,0,0,390
5825,15,701,13,1,1018,198,1,9,43,0,0,290
5826,16,537,12,5,1018,170,6,12,61,0,0,105
5827,17,81,12,7,1018,166,4,11,73,0,0,16
5828,21,0,11,7,1016,132,8,14,79,0,0,0
5829,22,0,11,7,1016,117,4,12,80,0,0,0
5830,23,0,11,7,1015,139,8,16,79,0,0,0
5831,0,0,11,8,1015,146,3,12,81,0,0,0
5832,1,0,11,8,1013,122,8,24,83,0,0,0
5833,2,0,11,8,1013,93,1,16,83,0,0,0
5834,3,0,11,8,1012,120,6,19,82,0,0,0
5835,4,0,11,8,1011,140,12,19,83,0,0,0
5836,5,0,11,9,1010,134,1,17,84,0,0,0
5837,6,0,12,9,1009,132,14,19,83,0,0,0
5838,9,93,11,10,1008,157,8,30,90,2,7,12
5839,10,203,11,10,1008,139,8,24,90,1,9,33
5840,11,352,11,10,1008,126,12,32,90,2,11,47
5841,12,276,11,10,1007,162,9,30,91,6,13,35
5842,13,507,11,10,1006,161,20,30,92,0,15,65
5843,14,453,11,10,1006,148,16,22,91,0,16,70
5844,15,432,11,10,1006,155,3,17,92,2,18,60
5845,16,78,10,10,1005,155,6,19,93,3,21,12
5846,17,157,10,9,1004,115,6,19,93,3,23,28
5847,21,0,10,8,1004,123,11,14,92,0,23,0
5848,22,0,10,9,1004,124,4,11,93,0,23,0
5849,23,0,10,9,1003,134,8,12,94,0,24,0
5850,0,0,9,8,1003,130,0,11,94,0,0,0
5851,1,0,10,8,1002,155,6,12,93,0,1,0
5852,2,0,9,8,1003,195,14,17,92,10,5,0
5853,3,0,8,7,1002,106,3,14,92,0,6,0
5854,4,0,8,7,1002,130,3,12,92,0,7,0
5855,5,0,8,7,1003,169,0,0,93,1,0,0
5856,6,0,9,7,1003,242,4,35,84,0,8,0
5857,8,88,8,6,1005,196,1,3,88,0,9,11
5858,9,957,8,7,1005,142,0,1,91,0,9,84
5859,10,1061,8,7,1007,116,0,0,92,0,10,120
5860,11,388,10,8,1007,329,0,12,86,0,11,58
5861,12,815,9,7,1009,333,14,16,90,5,14,107
5862,13,349,9,7,1010,290,3,19,90,0,15,39
5863,14,2052,10,7,1011,307,3,14,84,0,16,376
5864,15,2005,11,7,1012,285,1,20,76,0,16,362
5865,16,390,12,8,1013,329,3,11,77,0,16,128
5866,17,90,11,7,1014,307,0,1,79,0,16,16
5867,21,0,10,7,1017,267,0,0,79,0,17,0
5868,22,0,11,7,1018,276,0,0,78,0,17,0
5869,23,0,10,7,1019,263,0,0,78,0,17,0
5870,0,0,10,6,1019,263,0,0,77,0,0,0
5871,1,0,10,7,1019,263,0,0,79,0,0,0
5872,2,0,11,8,1019,231,1,8,82,0,0,0
5873,3,0,9,7,1019,131,0,0,88,0,0,0
5874,4,0,9,7,1020,132,0,0,89,0,0,0
5875,5,0,11,8,1020,257,0,9,84,0,0,0
5876,6,0,10,7,1021,230,0,0,84,0,0,0
5877,8,440,8,7,1022,267,0,0,93,0,1,74
5878,9,377,10,9,1022,219,0,0,92,0,1,202
5879,10,741,12,10,1023,160,0,4,87,0,1,329
5880,11,1956,13,10,1023,144,3,9,83,0,1,220
5881,12,2457,13,10,1023,194,1,14,79,0,1,330
5882,13,1242,13,10,1023,186,3,11,82,0,1,207
5883,14,888,13,10,1022,184,4,9,80,0,1,146
5884,15,567,13,10,1023,182,3,12,81,0,1,105
5885,16,630,13,11,1023,188,1,12,87,0,1,111
5886,17,79,13,10,1023,169,6,11,86,0,1,14
5887,21,0,12,10,1023,165,9,14,90,0,1,0
5888,22,0,12,10,1023,123,3,6,87,0,1,0
5889,23,0,12,10,1023,126,1,8,89,0,1,0
5890,1,0,11,11,1022,135,1,11,94,0,3,0
5891,3,0,12,11,1021,153,12,20,95,3,5,0
5892,4,0,12,12,1020,171,6,19,96,16,11,0
5893,9,121,13,13,1020,200,14,22,97,2,30,14
5894,11,306,14,13,1021,205,4,17,97,0,33,46
5895,12,495,14,13,1021,241,14,22,98,0,33,76
5896,13,416,14,13,1020,218,9,20,98,1,36,47
5897,14,217,14,13,1020,264,11,17,98,0,37,33
5898,15,351,13,13,1020,241,8,11,98,0,37,49
5899,16,103,13,13,1021,313,0,0,98,0,0,18
5900,17,44,13,13,1022,281,0,0,98,0,37,5
5901,21,0,14,13,1022,209,3,17,98,0,41,0
5902,22,0,14,13,1022,204,0,17,98,0,41,0
5903,23,0,14,13,1022,210,19,19,98,0,41,0
5904,0,0,14,13,1022,198,14,27,98,0,0,0
5905,1,0,14,13,1022,162,17,20,98,4,1,0
5906,2,0,14,13,1021,191,8,16,98,0,2,0
5907,3,0,14,13,1021,185,0,19,98,0,2,0
5908,4,0,13,13,1021,165,0,14,98,0,2,0
5909,5,0,13,13,1021,159,3,14,98,0,2,0
5910,6,0,13,13,1020,190,12,17,98,0,2,0
5911,8,81,13,13,1020,115,3,17,97,0,2,11
5912,9,213,13,12,1020,180,11,16,95,0,2,32
5913,10,1027,14,13,1020,172,8,17,94,0,2,155
5914,11,751,14,12,1020,187,14,19,88,0,2,111
5915,12,703,14,12,1019,154,0,19,85,0,2,111
5916,13,1377,14,12,1018,176,12,24,84,0,2,190
5917,14,1248,15,12,1017,162,8,20,82,0,2,220
5918,15,285,14,11,1017,167,0,24,78,0,2,47
5919,16,221,14,11,1016,166,9,20,81,0,2,32
5920,17,87,14,11,1016,151,6,16,82,0,2,18
5921,21,0,14,10,1014,146,17,24,78,0,2,0
5922,22,0,14,9,1014,134,8,17,73,0,2,0
5923,23,0,13,8,1014,113,4,20,73,0,2,0
5924,0,0,13,8,1013,140,4,29,73,0,0,0
5925,1,0,13,8,1012,119,16,22,73,0,0,0
5926,2,0,13,8,1012,177,3,24,76,0,0,0
5927,3,0,13,8,1011,144,3,14,76,0,0,0
5928,4,0,12,8,1011,149,4,16,78,0,0,0
5929,5,0,12,9,1011,143,0,16,83,0,0,0
5930,6,0,12,9,1011,120,1,8,84,0,0,0
5931,8,62,11,9,1011,126,8,12,86,0,1,9
5932,9,378,11,10,1011,92,6,11,89,0,1,56
5933,10,488,11,10,1012,107,6,17,90,2,2,60
5934,11,614,11,10,1012,104,3,14,91,0,3,90
5935,12,749,12,10,1012,126,4,11,88,0,3,113
5936,13,636,12,11,1011,123,0,11,89,1,4,93
5937,14,1379,12,11,1011,94,9,14,91,0,5,193
5938,15,566,13,11,1011,113,0,11,87,0,5,90
5939,16,542,13,11,1011,123,0,11,85,0,5,90
5940,17,345,13,11,1011,123,0,4,83,0,5,51
5941,8,345,10,10,1016,148,3,4,96,0,0,44
5942,9,345,11,10,1016,131,6,11,95,0,0,135
5943,10,345,12,11,1016,159,9,14,93,0,0,95
5944,11,345,13,11,1016,188,11,17,86,0,0,390
5945,12,345,13,10,1015,153,11,17,83,0,0,322
5946,13,345,13,10,1014,172,9,33,81,0,0,288
5947,14,345,13,10,1014,198,11,19,78,0,0,127
5948,15,345,13,10,1014,167,1,16,82,0,0,72
5949,16,310,13,10,1013,155,1,17,81,0,0,49
5950,17,42,12,10,1013,134,1,12,87,0,0,7
5951,21,0,11,10,1010,182,12,40,93,0,8,0
5952,22,0,12,11,1009,157,27,33,93,0,8,0
5953,23,0,12,11,1008,142,22,30,94,0,9,0
5954,0,0,12,12,1007,169,14,35,95,0,0,0
5955,1,0,13,12,1007,169,17,32,95,1,0,0
5956,2,0,13,12,1007,188,25,33,96,0,2,0
5957,3,0,13,13,1006,170,20,37,96,11,6,0
5958,4,0,13,13,1006,161,6,29,96,0,10,0
5959,5,0,14,13,1006,160,19,30,95,0,10,0
5960,6,0,13,12,1006,225,16,24,91,0,14,0
5961,8,181,12,10,1008,227,9,20,82,0,15,37
5962,9,260,12,7,1008,233,22,24,70,0,15,47
5963,10,923,11,8,1010,229,9,29,80,0,15,100
5964,11,1652,13,9,1010,218,30,32,75,0,15,188
5965,12,1477,12,8,1011,288,4,29,81,0,15,197
5966,13,1330,12,7,1011,266,11,37,71,0,15,183
5967,14,1425,10,8,1012,269,9,16,90,2,23,199
5968,15,602,12,10,1013,218,0,0,86,0,23,97
5969,16,131,12,8,1013,211,4,0,81,23,24,25
5970,21,0,11,10,1013,165,0,0,90,0,0,0
5971,22,0,12,10,1012,161,19,22,90,0,27,0
5972,23,0,12,11,1011,175,17,27,91,0,27,0
5973,0,0,11,11,1010,167,17,33,94,0,2,0
5974,1,0,12,11,1009,186,16,35,93,16,4,0
5975,2,0,13,12,1009,213,19,48,92,5,10,0
5976,3,0,13,11,1009,200,12,53,88,1,15,0
5977,4,0,13,12,1009,208,17,41,88,0,15,0
5978,5,0,12,10,1010,290,12,41,92,1,20,0
5979,6,0,13,10,1011,254,20,25,80,0,20,0
5980,8,175,13,8,1013,267,0,16,72,0,20,28
5981,9,400,13,10,1014,255,0,0,79,0,20,62
5982,10,686,13,10,1014,209,0,3,78,0,20,111
5983,11,229,13,10,1014,194,1,3,82,0,20,42
5984,12,337,13,11,1013,152,1,1,84,0,20,56
5985,13,331,13,11,1013,165,0,16,88,0,20,51
5986,14,113,13,12,1012,149,12,35,93,0,21,18
5987,15,173,13,12,1011,197,11,33,94,1,22,33
5988,16,43,13,12,1010,159,19,37,94,0,22,7
5989,21,0,14,13,1011,202,17,32,94,1,29,0
5990,22,0,14,13,1012,227,22,46,93,0,29,0
5991,23,0,14,13,1012,213,33,33,92,0,29,0
5992,0,0,14,13,1012,205,12,29,93,0,0,0
5993,1,0,14,13,1012,208,14,30,93,0,0,0
5994,2,0,14,13,1012,243,6,20,93,0,0,0
5995,3,0,14,13,1012,221,16,24,94,0,0,0
5996,4,0,14,13,1013,190,9,16,94,0,0,0
5997,5,0,14,13,1013,200,12,24,94,0,0,0
5998,6,0,14,13,1013,167,16,25,94,0,0,0
5999,8,16,14,13,1013,203,22,30,95,0,0,5
6000,9,110,14,13,1013,184,8,25,96,0,0,14
6001,10,262,14,13,1013,165,11,32,96,0,0,47
6002,11,141,14,13,1013,180,9,35,96,0,0,23
6003,12,121,14,13,1012,167,25,32,96,0,1,16
6004,13,162,14,13,1011,182,14,41,96,0,2,25
6005,14,142,14,13,1011,213,20,43,96,0,2,26
6006,15,149,14,13,1011,148,8,35,95,0,2,28
6007,16,66,14,13,1010,220,9,29,94,0,2,9
6008,17,46,14,13,1011,218,11,32,93,1,3,9
6009,21,0,13,12,1013,263,3,22,94,0,7,0
6010,22,0,13,12,1013,235,0,20,92,0,7,0
6011,23,0,13,12,1013,212,4,22,90,0,7,0
6012,0,0,13,11,1013,254,14,27,87,0,0,0
6013,1,0,12,9,1014,273,14,40,81,0,0,0
6014,2,0,11,9,1014,275,11,16,86,0,0,0
6015,3,0,9,7,1016,286,16,49,88,3,7,0
6016,4,0,11,7,1016,303,30,41,77,0,8,0
6017,5,0,11,6,1018,325,9,43,71,0,8,0
6018,6,0,10,6,1019,250,17,24,76,0,8,0
6019,8,108,10,6,1022,296,3,35,80,0,9,12
6020,9,349,11,5,1023,317,19,33,64,0,9,229
6021,10,699,11,7,1024,286,1,29,75,0,9,97
6022,11,2246,11,6,1026,299,8,29,71,0,9,120
6023,12,762,12,7,1026,281,9,30,70,0,9,151
6024,13,2611,12,6,1026,279,9,24,64,0,9,248
6025,14,1821,12,7,1026,242,0,20,71,0,9,436
6026,15,1062,13,6,1027,262,1,3,66,0,9,185
6027,16,391,12,7,1028,279,14,14,71,0,9,60
6028,17,122,12,7,1028,276,0,3,71,0,9,21
6029,21,0,12,8,1029,261,0,0,80,0,9,0
6030,22,0,12,8,1029,261,0,0,81,0,9,0
6031,23,0,11,8,1029,216,0,0,82,0,9,0
6032,0,0,10,8,1029,216,0,0,87,0,0,0
6033,1,0,10,8,1029,145,0,0,88,0,0,0
6034,2,0,9,8,1029,138,0,0,89,0,0,0
6035,3,0,11,8,1029,155,0,1,86,0,0,0
6036,4,0,11,10,1029,152,0,1,87,0,0,0
6037,5,0,12,10,1028,157,0,9,89,0,0,0
6038,6,0,12,11,1028,197,3,3,91,0,0,0
6039,8,179,12,11,1029,157,1,6,92,0,0,19
6040,9,740,13,11,1028,168,1,9,92,0,0,209
6041,10,1211,13,12,1029,166,8,8,89,0,0,167
6042,11,1622,14,12,1029,184,9,16,87,0,0,214
6043,12,1582,14,12,1028,209,12,25,86,0,0,304
6044,13,1208,14,12,1027,205,4,25,87,0,0,192
6045,14,484,14,12,1027,186,14,25,89,0,0,63
6046,15,209,14,13,1026,160,1,12,92,0,0,35
6047,16,59,14,13,1026,177,9,17,94,0,0,9
6048,21,0,14,13,1026,203,3,17,97,0,3,0
6049,22,0,14,13,1024,179,0,0,97,0,0,0
6050,23,0,14,13,1024,150,1,14,97,0,5,0
6051,0,0,14,13,1024,241,0,14,97,0,0,0
6052,1,0,14,13,1024,229,0,17,97,2,0,0
6053,2,0,13,13,1024,255,4,11,97,4,9,0
6054,3,0,12,11,1024,334,6,20,97,0,10,0
6055,4,0,12,11,1023,311,3,4,97,0,11,0
6056,5,0,10,10,1024,327,6,12,96,0,12,0
6057,6,0,10,10,1025,294,1,8,96,0,12,0
6058,8,377,11,10,1026,327,0,6,96,0,12,60
6059,9,483,11,10,1026,308,1,9,93,0,12,88
6060,10,1504,12,10,1027,309,0,12,84,0,12,381
6061,11,2766,12,8,1028,286,0,24,76,0,13,473
6062,12,2469,13,7,1028,329,3,30,68,0,13,577
6063,13,1316,13,7,1028,309,22,29,69,0,13,209
6064,14,1823,13,8,1028,294,0,27,71,0,13,246
6065,15,1840,13,8,1028,311,24,27,71,0,13,497
6066,16,429,13,8,1028,302,0,0,72,0,0,139
6067,17,147,12,8,1029,323,8,24,75,0,13,21
6068,21,0,9,6,1030,336,0,0,78,0,13,0
6069,22,0,9,6,1030,336,0,0,81,0,13,0
6070,23,0,9,6,1031,336,0,0,81,0,13,0
6071,0,0,8,5,1031,335,0,6,77,0,0,0
6072,1,0,8,5,1031,333,0,0,81,0,0,0
6073,2,0,7,4,1031,331,0,0,80,0,0,0
6074,3,0,6,3,1031,5,0,3,80,0,0,0
6075,4,0,6,3,1031,11,0,1,80,0,0,0
6076,5,0,5,3,1030,13,0,0,82,0,0,0
6077,6,0,5,2,1030,13,0,0,84,0,0,0
6078,8,186,4,3,1032,13,0,0,90,0,0,83
6079,9,349,6,3,1032,15,1,8,85,0,0,243
6080,10,1838,8,3,1032,37,1,3,70,0,0,411
6081,11,1744,10,3,1031,337,6,0,65,0,0,243
6082,12,3568,10,3,1030,336,0,0,61,0,0,520
6083,13,3081,11,3,1029,336,0,1,60,0,0,480
6084,14,2363,12,4,1028,324,3,6,60,0,0,406
6085,15,788,12,4,1027,319,0,8,58,0,0,344
6086,16,422,12,6,1027,325,4,16,66,0,0,86
6087,17,147,11,6,1027,297,0,6,72,0,0,25
6088,21,0,8,5,1026,298,0,0,82,0,0,0
6089,22,0,7,5,1025,298,0,0,85,0,0,0
6090,23,0,7,5,1024,298,0,0,87,0,0,0
6091,0,0,6,5,1024,118,0,6,90,0,0,0
6092,1,0,6,4,1023,116,1,0,89,0,0,0
6093,2,0,6,4,1022,129,3,14,87,0,0,0
6094,3,0,5,3,1021,126,1,4,87,0,0,0
6095,4,0,5,3,1020,123,4,12,86,0,0,0
6096,5,0,5,3,1020,126,8,11,85,0,0,0
6097,6,0,5,2,1018,144,0,0,83,0,0,0
6098,8,216,5,2,1017,120,6,16,81,0,0,47
6099,9,896,7,2,1016,127,8,12,72,0,0,158
6100,10,1599,8,3,1016,113,11,14,70,0,0,257
6101,11,2831,10,5,1015,98,11,16,68,0,0,420
6102,12,1920,14,2,1013,113,1,19,45,0,0,292
6103,13,1780,14,0,1012,168,6,33,39,0,0,294
6104,14,1797,14,2,1010,150,19,29,43,0,0,272
6105,15,671,14,1,1009,180,11,29,41,0,0,116
6106,16,538,14,2,1008,169,8,19,45,0,0,113
6107,17,16,14,2,1008,159,12,33,45,0,0,5
6108,21,0,7,6,1009,140,11,20,90,0,11,0
6109,22,0,7,5,1008,149,25,30,86,0,11,0
6110,23,0,7,5,1008,118,14,27,88,0,11,0
6111,0,0,6,5,1008,124,20,29,89,0,0,0
6112,1,0,7,5,1007,148,17,17,88,0,0,0
6113,2,0,7,5,1007,157,0,0,91,2,3,0
6114,3,0,6,5,1007,155,3,14,92,1,7,0
6115,4,0,6,5,1007,128,12,17,92,1,8,0
6116,5,0,6,5,1007,119,12,22,92,0,8,0
6117,6,0,6,5,1007,130,0,0,93,0,8,0
6118,9,575,7,5,1008,103,4,19,90,0,9,172
6119,10,283,7,6,1009,116,0,0,90,0,9,67
6120,11,1746,8,7,1009,127,0,0,88,0,9,348
6121,12,1809,8,5,1009,216,6,17,81,0,9,214
6122,13,4022,11,5,1008,144,12,17,69,0,9,577
6123,14,645,10,5,1008,170,9,25,73,0,9,83
6124,15,3333,11,5,1007,98,20,24,70,0,9,376
6125,16,866,10,5,1008,98,9,17,71,0,9,120
6126,17,330,9,5,1008,138,8,19,75,0,9,54
6127,21,0,7,5,1009,135,20,20,86,0,11,0
6128,22,0,7,5,1010,110,0,19,88,0,11,0
6129,23,0,7,5,1010,91,0,0,88,0,11,0
6130,0,0,6,5,1010,92,0,0,89,0,0,0
6131,1,0,7,5,1010,88,0,1,86,0,0,0
6132,2,0,8,5,1009,102,0,1,82,0,0,0
6133,3,0,8,5,1009,90,0,0,81,0,0,0
6134,4,0,8,5,1009,79,0,0,80,0,0,0
6135,5,0,8,5,1009,79,14,14,80,0,0,0
6136,6,0,8,3,1009,73,11,14,73,0,0,0
6137,8,276,8,3,1010,34,0,12,74,0,0,47
6138,9,575,10,5,1010,74,11,24,70,0,0,322
6139,10,2075,10,5,1009,51,9,16,70,0,0,439
6140,11,2517,11,5,1009,49,16,25,67,0,0,390
6141,12,3313,12,5,1008,46,9,20,66,0,0,508
6142,13,1646,13,6,1007,70,0,19,64,0,0,185
6143,14,2801,13,6,1006,59,11,19,61,0,0,332
6144,15,775,14,6,1005,74,3,17,59,0,0,355
6145,16,368,14,6,1005,75,11,19,55,0,0,192
6146,17,174,14,5,1005,68,3,14,57,0,0,26
6147,21,0,12,5,1002,52,0,1,63,0,0,0
6148,22,0,11,5,1002,64,0,1,65,0,0,0
6149,23,0,11,5,1001,101,0,16,67,0,0,0
6150,0,0,11,5,1000,63,8,27,67,0,0,0
6151,1,0,11,6,999,71,12,30,68,0,0,0
6152,2,0,11,5,998,82,1,20,68,0,0,0
6153,3,0,11,6,998,96,14,24,71,0,0,0
6154,4,0,10,6,997,84,16,20,73,0,0,0
6155,5,0,10,6,996,73,6,19,75,0,0,0
6156,6,0,10,6,995,78,11,17,78,0,0,0
6157,8,109,8,7,994,40,4,14,88,0,3,14
6158,9,594,9,7,993,71,12,17,85,0,4,97
6159,10,983,10,7,993,90,19,19,83,0,4,142
6160,11,595,10,8,993,87,0,11,86,0,4,67
6161,12,1069,11,8,992,91,0,14,84,0,4,127
6162,13,1345,12,10,991,106,1,0,84,1,5,98
6163,14,370,12,10,991,101,0,0,88,4,7,56
6164,15,619,11,10,991,102,0,0,92,0,9,88
6165,16,577,11,10,992,171,0,14,93,0,11,118
6166,17,222,11,10,993,159,0,3,91,0,11,42
6167,21,0,11,10,993,127,0,0,94,0,13,0
6168,22,0,11,10,993,127,0,0,94,0,13,0
6169,23,0,11,10,993,127,0,0,93,0,13,0
6170,0,0,11,10,994,130,0,4,93,0,0,0
6171,1,0,11,10,994,130,0,0,94,0,0,0
6172,2,0,10,10,995,130,0,0,94,0,3,0
6173,3,0,10,10,995,149,0,3,95,0,3,0
6174,4,0,10,10,996,149,0,0,95,0,3,0
6175,5,0,10,9,997,149,0,0,93,0,3,0
6176,6,0,10,8,998,149,0,0,93,0,3,0
6177,8,89,10,9,1001,138,0,8,92,0,3,12
6178,9,525,11,10,1002,164,3,14,89,0,3,118
6179,10,837,12,10,1003,180,4,8,89,0,3,97
6180,11,3206,13,9,1005,229,3,17,77,0,3,524
6181,12,2010,13,9,1006,227,1,16,74,0,3,561
6182,13,2010,13,9,1007,227,11,17,76,0,3,348
6183,14,1911,13,9,1007,226,4,16,76,0,3,250
6184,15,904,13,8,1008,205,0,22,73,0,3,392
6185,16,574,13,9,1009,200,4,20,77,0,3,260
6186,17,380,13,9,1010,200,0,20,77,0,3,53
6187,21,0,11,8,1011,120,0,0,85,0,0,0
6188,22,0,11,8,1012,138,12,14,82,0,3,0
6189,23,0,10,8,1012,172,4,17,85,0,4,0
6190,0,0,10,8,1012,134,0,16,86,0,0,0
6191,1,0,10,7,1012,123,8,20,82,0,0,0
6192,2,0,11,8,1012,146,12,22,80,0,0,0
6193,3,0,11,8,1012,125,0,14,84,0,0,0
6194,4,0,10,8,1013,169,0,8,91,5,6,0
6195,5,0,9,8,1013,142,8,19,93,0,10,0
6196,6,0,10,9,1014,110,9,20,93,2,12,0
6197,8,88,10,9,1015,140,8,16,93,0,12,14
6198,9,160,11,10,1016,150,4,11,93,0,13,21
6199,10,1320,12,10,1017,143,3,11,90,0,13,221
6200,11,1776,13,11,1017,159,11,22,86,0,13,278
6201,12,418,13,11,1017,150,9,16,87,0,13,83
6202,13,3124,11,10,1018,253,0,0,91,1,20,359
6203,14,912,14,11,1018,173,0,17,83,0,20,144
6204,15,1096,15,11,1018,192,14,20,78,0,20,406
6205,16,763,14,11,1019,187,3,19,79,0,20,134
6206,17,69,14,11,1019,172,8,16,83,0,20,11
6207,21,0,13,11,1022,136,0,8,92,0,25,0
6208,22,0,12,11,1022,132,6,11,92,0,25,0
6209,23,0,13,11,1023,131,1,8,90,0,25,0
6210,0,0,13,11,1023,128,4,12,88,0,0,0
6211,1,0,13,11,1023,127,6,8,86,0,0,0
6212,2,0,12,10,1024,128,6,14,87,0,0,0
6213,3,0,12,10,1024,128,3,8,87,0,0,0
6214,4,0,11,9,1024,128,0,4,89,0,0,0
6215,5,0,10,8,1024,128,0,8,90,0,0,0
6216,6,0,10,9,1025,128,0,4,91,0,0,0
6217,8,270,11,9,1026,113,4,11,87,0,0,116
6218,9,869,13,10,1027,121,4,16,82,0,0,258
6219,10,1705,14,10,1027,90,11,16,79,0,0,265
6220,11,2613,15,11,1027,106,6,14,75,0,0,408
6221,12,3571,16,11,1027,63,9,19,69,0,0,550
6222,13,2338,17,11,1026,74,6,17,68,0,0,353
6223,14,2359,17,11,1026,74,0,0,67,0,0,278
6224,15,2359,17,11,1026,53,0,1,64,0,0,195
6225,16,2359,18,11,1026,20,0,1,64,0,0,120
6226,17,2359,17,11,1026,20,0,4,66,0,0,37
6227,21,0,13,9,1027,20,0,0,74,0,0,0
6228,22,0,13,8,1027,20,0,0,74,0,0,0
6229,23,0,12,8,1028,20,0,0,77,0,0,0
6230,0,0,11,8,1028,27,3,3,82,0,0,0
6231,1,0,11,8,1028,27,3,4,84,0,0,0
