,hour,generated_power,temperatureC,dewpointC,pressurehPa,wind_direction_degrees,wind_speed_KMH,wind_speed_gustKMH,Humidity,hourly_precipMM,daily_rainMM,solar_radiation_Watts_m2
6232,2,0,11,8,1027,115,4,11,81,0,0,0
6233,3,0,11,7,1027,120,3,3,80,0,0,0
6234,4,0,11,7,1027,121,0,6,78,0,0,0
6235,5,0,10,7,1027,120,0,0,80,0,0,0
6236,6,0,10,7,1028,120,0,0,80,0,0,0
6237,8,163,11,7,1028,117,0,8,78,0,0,60
6238,9,231,13,8,1028,105,12,14,72,0,0,281
6239,11,3339,16,8,1028,85,0,20,60,0,0,517
6240,12,4090,17,9,1028,68,6,14,57,0,0,561
6241,13,3470,19,7,1027,111,0,0,47,0,0,555
6242,14,2581,20,6,1027,111,0,0,40,0,0,487
6243,15,762,18,8,1027,275,9,14,53,0,0,367
6244,16,493,18,9,1027,304,0,12,56,0,0,241
6245,17,225,17,9,1027,279,0,6,61,0,0,39
6246,21,0,13,8,1028,313,0,0,71,0,0,0
6247,22,0,12,8,1028,313,0,0,75,0,0,0
6248,23,0,11,8,1027,313,0,0,81,0,0,0
6249,0,0,10,8,1027,313,0,1,86,0,0,0
6250,1,0,9,7,1027,313,3,0,88,0,0,0
6251,2,0,9,7,1027,313,0,3,87,0,0,0
6252,3,0,9,7,1027,100,3,0,85,0,0,0
6253,4,0,9,6,1026,102,1,4,85,0,0,0
6254,5,0,9,6,1026,104,3,9,85,0,0,0
6255,6,0,8,6,1027,109,3,6,85,0,0,0
6256,8,235,9,7,1027,111,0,11,84,0,0,120
6257,9,339,11,7,1027,118,0,12,79,0,0,269
6258,10,1937,13,8,1027,128,4,8,73,0,0,387
6259,11,3431,15,8,1027,111,0,11,66,0,0,531
6260,12,3901,17,8,1026,166,0,8,58,0,0,547
6261,13,3653,17,7,1026,259,0,0,54,0,0,571
6262,14,1934,16,8,1025,299,1,9,59,0,0,299
6263,15,794,17,8,1024,279,0,4,57,0,0,390
6264,16,412,16,8,1025,324,1,4,60,0,0,220
6265,17,227,14,9,1025,263,0,3,69,0,0,39
6266,21,0,12,9,1026,261,0,0,81,0,0,0
6267,22,0,11,8,1025,261,0,0,85,0,0,0
6268,23,0,11,8,1025,261,0,0,87,0,0,0
6269,0,0,11,8,1025,150,0,0,83,0,0,0
6270,1,0,10,8,1024,150,0,0,85,0,0,0
6271,2,0,10,7,1024,150,0,0,84,0,0,0
6272,3,0,9,7,1024,150,0,0,87,0,0,0
6273,4,0,9,7,1023,147,0,0,88,0,0,0
6274,5,0,10,8,1023,144,0,0,89,0,0,0
6275,6,0,10,8,1022,138,0,0,90,0,0,0
6276,9,486,11,10,1023,321,0,1,93,0,0,172
6277,10,1691,12,11,1023,325,6,8,89,0,0,272
6278,11,3315,12,10,1023,263,11,16,86,0,0,397
6279,12,2689,13,11,1022,288,8,27,86,0,0,394
6280,13,2559,13,10,1021,297,8,17,84,0,0,392
6281,14,2282,13,9,1021,294,6,16,75,0,0,587
6282,15,687,13,8,1020,338,17,25,75,0,0,185
6283,16,614,13,9,1020,308,16,27,77,0,0,262
6284,17,210,12,8,1020,313,0,22,79,0,0,35
6285,21,0,10,8,1020,325,0,0,87,0,0,0
6286,22,0,9,7,1020,332,0,0,88,0,0,0
6287,23,0,9,7,1019,355,0,0,87,0,0,0
6288,0,0,8,6,1020,336,0,0,86,0,0,0
6289,1,0,8,6,1020,342,0,0,86,0,0,0
6290,2,0,8,6,1020,25,0,1,86,0,0,0
6291,3,0,8,6,1020,333,0,1,86,0,0,0
6292,4,0,7,5,1020,337,0,0,87,0,0,0
6293,5,0,8,5,1021,0,0,0,84,0,0,0
6294,6,0,8,5,1022,18,0,1,83,0,0,0
6295,7,27,9,6,1023,28,0,1,80,0,0,5
6296,8,250,10,6,1024,44,1,3,73,0,0,111
6297,9,398,12,6,1024,75,1,14,68,0,0,283
6298,10,1867,14,7,1025,39,0,4,63,0,0,415
6299,11,3513,15,7,1025,95,16,20,59,0,0,524
6300,12,4162,16,7,1024,85,16,16,55,0,0,564
6301,13,3631,17,7,1024,61,9,20,53,0,0,557
6302,14,2630,18,8,1023,34,0,19,52,0,0,485
6303,15,804,19,7,1023,355,0,1,47,0,0,381
6304,16,466,17,9,1023,305,1,1,58,0,0,236
6305,17,287,16,10,1023,310,0,0,64,0,0,51
6306,21,0,12,8,1024,309,0,0,77,0,0,0
6307,22,0,12,8,1025,313,0,0,77,0,0,0
6308,23,0,12,7,1025,313,0,0,70,0,0,0
6309,0,0,10,6,1025,313,0,0,74,0,0,0
6310,1,0,10,6,1025,313,0,0,77,0,0,0
6311,2,0,10,6,1024,313,0,0,75,0,0,0
6312,3,0,10,5,1024,313,0,0,71,0,0,0
6313,4,0,11,6,1024,101,0,1,70,0,0,0
6314,5,0,11,6,1024,104,0,1,69,0,0,0
6315,6,0,11,5,1024,96,0,1,69,0,0,0
6316,7,53,11,5,1024,95,0,0,70,0,0,7
6317,8,202,11,6,1025,65,0,0,68,0,0,125
6318,9,298,13,6,1025,80,0,0,62,0,0,302
6319,10,2317,14,6,1025,79,0,4,57,0,0,443
6320,11,3723,16,7,1024,92,0,1,56,0,0,538
6321,12,4370,17,7,1024,23,0,14,53,0,0,591
6322,13,3755,18,6,1023,128,0,16,45,0,0,582
6323,14,2624,19,7,1022,60,0,12,44,0,0,513
6324,15,731,20,6,1021,75,0,19,42,0,0,390
6325,16,420,20,6,1021,66,14,14,39,0,0,255
6326,17,320,17,9,1021,312,0,1,60,0,0,56
6327,21,0,13,8,1022,313,0,0,74,0,0,0
6328,22,0,13,8,1022,313,0,0,68,0,0,0
6329,23,0,12,7,1022,317,0,0,71,0,0,0
6330,0,0,11,5,1022,317,0,0,67,0,0,0
6331,1,0,13,3,1021,66,0,0,52,0,0,0
6332,2,0,12,3,1021,65,0,0,57,0,0,0
6333,3,0,11,3,1021,65,0,0,59,0,0,0
6334,4,0,11,3,1021,65,0,0,59,0,0,0
6335,5,0,10,3,1021,66,0,0,64,0,0,0
6336,6,0,11,3,1021,89,0,1,60,0,0,0
6337,21,0,14,8,1019,320,0,0,64,0,0,0
6338,22,0,13,7,1019,321,0,0,67,0,0,0
6339,23,0,15,5,1019,50,0,0,52,0,0,0
6340,0,0,15,6,1019,53,1,3,54,0,0,0
6341,1,0,15,6,1019,72,1,3,55,0,0,0
6342,2,0,15,6,1018,84,0,0,56,0,0,0
6343,3,0,14,6,1018,88,1,1,62,0,0,0
6344,4,0,13,6,1018,102,0,1,65,0,0,0
6345,5,0,12,6,1018,103,0,0,67,0,0,0
6346,6,0,13,6,1018,105,0,3,65,0,0,0
6347,21,0,14,10,1015,312,0,0,77,0,0,0
6348,22,0,12,10,1016,312,0,0,81,0,0,0
6349,23,0,12,10,1015,312,0,0,83,0,0,0
6350,0,0,12,9,1015,312,0,0,84,0,0,0
6351,1,0,11,8,1015,312,0,0,81,0,0,0
6352,2,0,10,8,1015,312,0,0,84,0,0,0
6353,3,0,10,8,1015,312,0,0,85,0,0,0
6354,4,0,9,7,1015,312,0,0,87,0,0,0
6355,5,0,9,7,1014,312,0,0,87,0,0,0
6356,6,0,9,7,1014,312,0,0,88,0,0,0
6357,21,0,12,11,1014,306,0,0,89,0,0,0
6358,22,0,12,10,1014,308,0,0,85,0,0,0
6359,23,0,12,10,1014,308,0,0,84,0,0,0
6360,0,0,11,10,1015,306,0,0,86,0,0,0
6361,1,0,11,10,1014,310,1,12,87,0,0,0
6362,2,0,11,9,1015,310,0,0,89,0,0,0
6363,3,0,10,9,1014,310,0,0,90,0,0,0
6364,4,0,10,8,1014,310,0,0,90,0,0,0
6365,5,0,8,7,1014,310,0,0,92,0,0,0
6366,6,0,7,6,1015,310,0,1,93,0,0,0
6367,21,0,14,9,1017,329,0,0,74,0,0,0
6368,22,0,13,9,1018,329,0,0,76,0,0,0
6369,23,0,12,9,1018,329,0,0,82,0,0,0
6370,0,0,12,9,1018,108,3,4,81,0,0,0
6371,1,0,12,8,1018,109,0,6,76,0,0,0
6372,2,0,12,7,1018,106,3,4,73,0,0,0
6373,3,0,12,7,1018,106,4,6,72,0,0,0
6374,4,0,12,6,1018,101,0,6,69,0,0,0
6375,5,0,11,6,1018,121,6,16,70,0,0,0
6376,6,0,10,6,1019,128,0,4,74,0,0,0
6377,21,0,11,8,1022,309,3,4,81,0,0,0
6378,22,0,11,8,1022,309,0,0,80,0,0,0
6379,23,0,11,8,1023,310,0,6,81,0,0,0
6380,0,0,11,8,1023,311,1,4,80,0,0,0
6381,1,0,11,7,1022,311,0,0,79,0,0,0
6382,2,0,11,7,1022,313,0,0,80,0,0,0
6383,3,0,11,7,1022,313,0,3,80,0,0,0
6384,4,0,10,7,1021,331,4,4,81,0,0,0
6385,5,0,10,7,1021,331,0,0,81,0,0,0
6386,6,0,11,7,1022,333,0,3,79,0,0,0
6387,21,0,12,11,1020,236,0,0,91,0,0,0
6388,23,0,13,11,1019,178,0,6,91,0,0,0
6389,0,0,12,11,1019,184,3,16,92,0,0,0
6390,1,0,12,11,1019,213,6,6,93,0,0,0
6391,2,0,12,11,1018,186,0,9,94,0,0,0
6392,3,0,11,10,1018,259,4,14,94,0,0,0
6393,4,0,11,10,1018,231,3,9,94,0,0,0
6394,5,0,11,10,1018,249,0,1,94,0,1,0
6395,6,0,12,10,1018,281,11,17,86,0,1,0
6396,21,0,12,8,1017,238,12,19,82,0,5,0
6397,22,0,11,10,1017,250,1,8,88,0,5,0
6398,23,0,11,9,1017,248,6,16,89,0,5,0
6399,0,0,12,10,1016,230,0,14,86,0,0,0
6400,1,0,11,8,1016,273,12,12,86,0,0,0
6401,2,0,11,9,1016,269,0,6,89,0,0,0
6402,3,0,10,9,1016,213,0,6,92,0,1,0
6403,4,0,11,9,1016,254,3,6,88,0,1,0
6404,5,0,10,8,1016,257,4,12,88,0,2,0
6405,6,0,11,9,1016,263,0,12,86,0,2,0
6406,21,0,11,10,1020,320,0,0,92,0,3,0
6407,22,0,11,10,1020,320,0,0,92,0,3,0
6408,23,0,10,10,1020,320,0,0,93,0,3,0
6409,0,0,10,10,1020,320,0,0,94,0,0,0
6410,1,0,10,10,1020,320,0,0,95,0,0,0
6411,2,0,10,10,1019,321,3,0,96,0,0,0
6412,3,0,11,10,1019,327,3,4,96,0,0,0
6413,4,0,11,10,1019,137,1,3,96,0,0,0
6414,5,0,11,10,1019,166,0,8,95,0,0,0
6415,6,0,11,10,1019,165,4,11,94,0,0,0
6416,13,1903,13,11,1020,235,20,20,91,0,1,251
6417,14,1410,13,11,1020,169,8,14,86,0,1,214
6418,15,829,14,11,1019,225,14,22,83,0,1,158
6419,16,613,13,11,1020,205,8,14,86,0,1,95
6420,17,243,12,11,1020,215,6,9,93,0,2,39
6421,21,0,12,11,1021,167,4,6,92,0,2,0
6422,22,0,12,11,1021,157,8,8,92,0,2,0
6423,23,0,12,11,1021,183,4,9,92,0,2,0
6424,0,0,12,11,1020,173,4,9,92,0,0,0
6425,1,0,12,11,1020,162,1,6,93,0,0,0
6426,2,0,12,11,1020,153,3,8,93,0,0,0
6427,3,0,12,11,1019,159,3,11,93,0,0,0
6428,4,0,11,11,1018,159,1,3,94,0,0,0
6429,5,0,11,11,1019,159,3,11,94,0,0,0
6430,6,0,11,10,1019,136,3,14,92,0,0,0
6431,7,100,11,10,1019,142,3,16,92,0,0,18
6432,8,544,11,10,1019,130,6,12,93,0,0,88
6433,9,246,12,11,1019,128,0,8,92,0,0,32
6434,10,1018,12,11,1019,126,3,6,92,0,0,144
6435,11,3592,13,11,1018,158,4,19,82,0,0,492
6436,12,1314,14,11,1018,186,12,22,80,0,0,195
6437,13,1708,14,11,1017,200,3,14,83,0,0,278
6438,14,1511,14,10,1016,185,11,22,79,0,0,243
6439,15,1627,14,10,1015,217,0,17,77,0,0,246
6440,16,733,13,10,1015,206,11,24,79,0,0,104
6441,17,236,13,10,1015,190,4,14,79,0,0,40
6442,21,0,13,11,1013,184,6,16,89,0,0,0
6443,22,0,12,11,1012,150,1,14,89,0,0,0
6444,23,0,12,10,1011,162,6,17,89,0,0,0
6445,0,0,12,10,1010,140,4,16,87,0,0,0
6446,1,0,12,10,1009,167,4,27,85,0,0,0
6447,2,0,12,10,1008,154,1,17,87,0,0,0
6448,3,0,11,10,1006,154,4,20,91,1,1,0
6449,4,0,11,10,1004,150,6,17,92,1,1,0
6450,5,0,11,9,1004,288,8,19,89,53,5,0
6451,6,0,8,8,1004,288,1,12,94,3,14,0
6452,8,58,8,7,1004,217,0,0,93,3,22,7
6453,9,341,8,7,1003,146,0,1,93,0,23,58
6454,10,240,8,7,1002,161,0,3,92,0,24,51
6455,11,237,8,6,1003,319,3,29,86,12,27,35
6456,12,895,9,6,1003,279,0,0,85,0,27,120
6457,13,875,9,6,1002,324,9,9,81,1,28,114
6458,14,349,8,5,1003,269,1,27,77,1,29,63
6459,15,315,8,6,1003,216,0,0,88,0,33,51
6460,16,917,9,5,1003,244,27,27,74,0,33,84
6461,17,494,7,5,1004,323,0,22,87,1,37,72
6462,21,0,8,4,1007,261,1,3,74,0,37,0
6463,22,0,9,4,1008,288,0,1,72,0,37,0
6464,23,0,8,4,1008,327,0,0,79,0,37,0
6465,0,0,7,5,1007,86,0,0,86,0,0,0
6466,1,0,7,5,1007,113,0,0,87,0,0,0
6467,2,0,7,5,1007,302,0,0,87,4,2,0
6468,3,0,6,5,1006,135,0,0,91,0,2,0
6469,4,0,6,5,1006,42,0,0,91,0,2,0
6470,5,0,6,5,1006,78,0,0,91,0,2,0
6471,6,0,6,5,1006,115,0,0,90,0,2,0
6472,7,117,6,5,1006,115,0,0,90,0,2,16
6473,8,701,7,5,1007,115,0,0,90,0,2,109
6474,9,1276,8,7,1008,111,0,0,88,0,2,207
6475,10,3389,9,7,1009,125,1,4,83,0,2,473
6476,11,2671,12,7,1010,122,0,1,75,0,2,429
6477,12,4230,11,7,1009,196,3,9,78,0,2,823
6478,13,4034,11,7,1010,245,0,9,73,0,2,686
6479,14,2636,12,6,1010,246,8,12,65,0,2,573
6480,15,832,12,6,1010,225,8,9,68,0,2,462
6481,16,1235,12,6,1011,210,3,16,70,0,2,413
6482,17,333,11,7,1011,211,3,8,75,0,2,54
6483,21,0,10,8,1013,150,1,16,89,0,3,0
6484,22,0,10,9,1012,134,6,20,94,1,4,0
6485,23,0,10,9,1012,138,12,22,95,0,4,0
6486,0,0,10,9,1013,155,14,20,95,0,0,0
6487,1,0,10,10,1013,160,9,24,96,0,0,0
6488,2,0,11,11,1013,173,8,14,96,0,0,0
6489,3,0,12,11,1013,173,0,0,97,0,1,0
6490,4,0,12,12,1014,241,1,12,97,2,4,0
6491,5,0,13,12,1015,277,6,17,97,0,4,0
6492,6,0,13,12,1016,273,0,6,97,0,4,0
6493,7,34,13,12,1016,265,0,9,97,1,5,5
6494,8,185,13,13,1017,250,4,8,98,3,5,26
6495,9,389,13,13,1018,234,4,12,98,0,7,63
6496,10,446,13,13,1018,261,4,20,98,0,7,70
6497,11,1239,13,13,1019,279,4,16,98,0,7,197
6498,12,2525,14,13,1019,265,0,0,97,0,7,392
6499,13,1033,14,13,1019,226,0,16,93,0,7,169
6500,14,970,14,13,1020,233,3,6,95,0,7,160
6501,15,848,14,13,1020,211,1,14,93,0,7,130
6502,16,381,13,12,1020,170,9,14,94,1,8,77
6503,17,113,13,13,1021,209,8,12,96,0,9,14
6504,21,0,13,13,1023,225,6,16,97,0,9,0
6505,22,0,13,13,1023,198,0,11,97,0,9,0
6506,23,0,13,13,1023,263,3,12,97,0,9,0
6507,0,0,13,13,1024,232,3,16,97,0,0,0
6508,1,0,13,13,1023,214,14,16,97,0,0,0
6509,2,0,13,13,1023,206,4,19,98,0,0,0
6510,3,0,13,13,1023,246,0,14,98,0,0,0
6511,4,0,13,13,1023,238,0,16,98,1,1,0
6512,5,0,13,13,1023,250,4,8,98,0,1,0
6513,6,0,13,13,1024,262,6,12,98,0,1,0
6514,7,54,13,13,1025,250,3,16,98,0,1,7
6515,8,197,14,13,1026,255,8,16,98,0,2,35
6516,9,633,14,13,1027,300,6,17,98,0,2,111
6517,10,228,14,13,1027,317,14,14,98,1,3,37
6518,11,3449,14,14,1028,306,8,17,98,0,3,561
6519,12,3284,14,14,1027,253,0,3,98,0,3,468
6520,13,1309,15,14,1028,269,12,14,94,0,3,218
6521,14,1258,15,13,1027,280,6,11,92,0,3,197
6522,15,1378,15,13,1028,263,9,12,89,0,3,232
6523,17,252,15,13,1028,257,8,12,90,0,3,46
6524,18,44,14,13,1028,306,0,1,90,0,3,7
6525,21,0,13,12,1030,307,0,0,95,0,3,0
6526,22,0,13,13,1030,299,3,0,96,0,3,0
6527,23,0,13,12,1030,299,0,0,96,0,3,0
6528,0,0,13,12,1030,299,0,0,96,0,0,0
6529,1,0,13,12,1030,299,0,0,96,0,0,0
6530,2,0,13,12,1030,299,0,0,96,0,0,0
6531,3,0,13,12,1029,299,0,0,96,0,0,0
6532,4,0,13,12,1029,299,0,0,96,0,0,0
6533,5,0,13,12,1029,299,0,0,96,0,0,0
6534,6,0,13,12,1029,299,0,0,95,0,0,0
6535,7,88,13,12,1029,299,0,0,95,0,0,14
6536,8,403,13,12,1030,299,0,1,94,0,0,65
6537,9,607,13,12,1030,299,0,0,94,0,0,88
6538,10,661,14,13,1030,299,0,0,93,0,0,98
6539,11,1513,14,13,1030,300,0,1,94,0,0,271
6540,12,1792,14,13,1030,311,0,9,93,0,0,294
6541,13,2165,15,13,1030,317,3,12,90,0,0,359
6542,14,2014,15,13,1029,306,12,19,87,0,0,313
6543,15,1584,16,12,1029,310,0,14,81,0,0,236
6544,16,836,16,13,1028,342,0,9,81,0,0,306
6545,17,481,15,13,1028,303,0,12,86,0,0,91
6546,21,0,12,12,1028,322,0,4,95,0,0,0
6547,22,0,12,11,1028,322,3,0,95,0,0,0
6548,23,0,11,11,1028,322,0,4,96,0,0,0
6549,0,0,11,10,1028,322,0,6,96,0,0,0
6550,1,0,11,11,1027,350,0,6,97,0,0,0
6551,2,0,10,10,1027,350,0,6,97,0,0,0
6552,3,0,10,10,1027,350,0,6,97,0,0,0
6553,4,0,10,10,1026,29,0,1,98,0,0,0
6554,5,0,10,10,1026,65,0,6,98,0,0,0
6555,6,0,10,10,1026,65,0,1,98,0,0,0
6556,7,113,10,10,1027,65,0,0,98,0,0,16
6557,8,730,10,10,1027,60,0,0,98,0,0,144
6558,9,1007,10,10,1027,44,0,0,98,0,0,364
6559,10,3607,12,12,1027,44,0,8,98,0,0,536
6560,11,4695,14,12,1027,317,4,8,90,0,0,624
6561,12,4743,16,12,1027,12,1,1,76,0,0,654
6562,13,4507,18,12,1026,330,0,8,70,0,0,603
6563,14,2531,18,13,1025,290,6,17,75,0,0,589
6564,15,1136,17,13,1024,325,1,14,77,0,0,438
6565,16,820,18,13,1024,298,0,0,76,0,0,327
6566,17,548,18,14,1023,304,0,0,76,0,0,130
6567,18,56,17,13,1024,306,0,4,80,0,0,12
6568,21,0,14,12,1024,306,0,0,86,0,0,0
6569,22,0,14,12,1024,306,0,0,89,0,0,0
6570,23,0,14,13,1024,306,0,0,91,0,0,0
6571,0,0,14,12,1024,306,0,0,92,0,0,0
6572,1,0,13,12,1024,306,1,3,93,0,0,0
6573,2,0,12,11,1023,306,1,3,92,0,0,0
6574,3,0,12,11,1023,308,3,4,93,0,0,0
6575,4,0,12,11,1023,88,8,8,93,0,0,0
6576,5,0,12,10,1023,101,3,9,91,0,0,0
6577,6,0,11,10,1023,101,1,4,90,0,0,0
6578,7,121,12,10,1024,109,6,6,88,0,0,51
6579,8,218,14,11,1024,101,3,6,81,0,0,237
6580,9,598,16,11,1024,82,8,12,73,0,0,404
6581,10,3662,19,12,1024,109,0,14,67,0,0,548
6582,11,4740,21,13,1024,110,12,12,62,0,0,636
6583,12,4781,24,12,1023,120,0,1,50,0,0,684
6584,13,4319,25,12,1022,112,0,0,43,0,0,664
6585,14,2385,26,11,1021,123,0,8,39,0,0,596
6586,15,649,25,11,1021,234,0,6,39,0,0,471
6587,16,470,26,11,1021,290,0,4,39,0,0,327
6588,17,498,25,11,1020,303,0,3,42,0,0,114
6589,18,40,24,11,1020,304,0,0,45,0,0,11
6590,21,0,18,12,1021,303,0,0,68,0,0,0
6591,22,0,18,13,1021,304,0,0,72,0,0,0
6592,23,0,16,12,1021,304,0,0,78,0,0,0
6593,0,0,15,12,1021,59,0,0,80,0,0,0
6594,1,0,15,11,1020,82,3,8,77,0,0,0
6595,2,0,15,11,1020,119,4,6,76,0,0,0
6596,3,0,14,11,1019,120,1,6,77,0,0,0
6597,4,0,15,10,1019,128,0,0,74,0,0,0
6598,5,0,15,10,1019,126,0,4,73,0,0,0
6599,6,0,13,10,1019,126,0,0,76,0,0,0
6600,7,127,14,9,1019,135,0,4,74,0,0,39
6601,8,233,16,10,1019,121,0,6,66,0,0,227
6602,9,761,17,10,1020,150,0,8,61,0,0,397
6603,10,3507,20,11,1020,102,3,11,56,0,0,554
6604,11,4678,23,11,1019,125,1,4,47,0,0,642
6605,12,4654,24,11,1019,137,0,14,42,0,0,675
6606,13,4383,24,9,1018,165,16,17,38,0,0,686
6607,14,2586,22,10,1018,227,0,14,46,0,0,605
6608,15,667,21,10,1018,261,9,12,48,0,0,487
6609,16,494,21,9,1017,261,1,6,47,0,0,325
6610,17,530,20,9,1018,283,0,14,50,0,0,137
6611,18,31,18,9,1018,276,0,0,55,0,0,5
6612,21,0,17,10,1019,240,0,0,63,0,0,0
6613,22,0,15,10,1019,99,0,6,69,0,0,0
6614,23,0,16,10,1018,122,1,12,64,0,0,0
6615,0,0,15,10,1019,129,0,0,70,0,0,0
6616,1,0,15,10,1018,179,0,12,70,0,0,0
6617,2,0,15,11,1018,148,0,1,74,0,0,0
6618,3,0,15,12,1018,188,3,9,82,0,0,0
6619,4,0,15,13,1018,200,0,8,90,0,0,0
6620,5,0,14,13,1019,201,1,6,92,0,0,0
6621,6,0,14,13,1019,303,3,8,93,0,0,0
6622,7,182,14,13,1020,314,3,14,93,0,0,30
6623,8,714,13,12,1021,311,6,22,90,0,0,109
6624,9,1459,14,12,1021,302,8,22,86,0,0,496
6625,11,1138,15,11,1022,327,0,20,74,0,0,851
6626,12,1669,15,11,1022,321,3,24,77,0,0,211
6627,13,3868,15,11,1022,301,6,25,80,0,0,522
6628,14,2883,14,11,1022,275,19,25,84,0,0,436
6629,15,623,14,11,1022,281,9,27,83,0,0,104
6630,16,1080,14,11,1022,311,8,19,83,0,0,160
6631,17,484,14,11,1022,286,14,20,83,0,0,128
6632,18,48,13,11,1023,321,0,1,84,0,0,7
6633,21,0,12,10,1024,330,0,0,89,0,0,0
6634,22,0,11,10,1025,333,0,0,89,0,0,0
6635,23,0,11,10,1025,333,0,0,92,0,0,0
6636,0,0,11,9,1025,333,0,0,89,0,0,0
6637,1,0,10,8,1025,333,0,0,88,0,0,0
6638,2,0,10,8,1025,340,0,0,88,0,0,0
6639,3,0,10,8,1025,340,0,0,89,0,0,0
6640,4,0,11,9,1024,340,0,0,88,0,0,0
6641,5,0,11,9,1024,340,0,0,89,0,0,0
6642,6,0,10,9,1024,13,0,0,91,0,0,0
6643,7,205,10,10,1025,17,0,0,93,0,0,30
6644,8,649,11,11,1026,320,0,0,94,0,0,239
6645,9,1272,12,8,1026,315,6,41,75,0,0,415
6646,10,4025,13,7,1027,309,17,32,66,0,0,596
6647,11,3952,14,7,1027,312,16,38,63,0,0,860
6648,12,5379,14,7,1027,0,9,40,63,0,0,726
6649,13,4986,14,7,1026,298,24,41,64,0,0,696
6650,14,2617,13,7,1026,317,32,49,67,0,0,603
6651,18,55,13,5,1027,323,17,30,59,0,0,11
6652,21,0,11,5,1028,331,16,30,70,0,0,0
6653,22,0,10,6,1029,318,17,25,73,0,0,0
6654,23,0,10,5,1028,332,20,33,73,0,0,0
6655,0,0,9,5,1028,336,9,25,75,0,0,0
6656,1,0,9,5,1028,316,0,0,76,0,0,0
6657,2,0,9,5,1028,316,0,0,77,0,0,0
6658,3,0,9,5,1028,335,0,0,75,0,0,0
6659,4,0,8,5,1027,313,0,0,78,0,0,0
6660,5,0,8,5,1027,325,0,0,77,0,0,0
6661,6,0,8,4,1027,335,0,0,76,0,0,0
6662,7,162,8,4,1028,343,0,1,75,0,0,54
6663,8,293,9,5,1028,17,8,19,72,0,0,248
6664,9,1585,11,5,1028,22,27,27,65,0,0,417
6665,10,4149,13,4,1027,25,14,30,56,0,0,563
6666,11,5235,13,3,1027,349,19,38,49,0,0,654
6667,12,5253,15,3,1026,0,8,27,46,0,0,693
6668,13,4887,16,3,1026,340,8,35,43,0,0,679
6669,14,2605,16,3,1025,336,1,33,42,0,0,612
6670,15,761,17,3,1024,323,4,33,41,0,0,490
6671,16,588,17,4,1024,316,6,17,42,0,0,341
6672,17,599,17,4,1024,0,1,29,42,0,0,149
6673,18,64,16,5,1024,322,14,19,48,0,0,9
6674,21,0,13,4,1026,11,0,0,55,0,0,0
6675,22,0,13,3,1026,19,4,17,52,0,0,0
6676,23,0,13,3,1027,44,0,1,53,0,0,0
6677,0,0,13,3,1026,74,16,16,51,0,0,0
6678,1,0,13,3,1026,51,0,1,53,0,0,0
6679,2,0,13,3,1026,69,8,20,55,0,0,0
6680,3,0,12,3,1025,74,0,0,58,0,0,0
6681,4,0,12,4,1025,52,0,0,58,0,0,0
6682,5,0,12,3,1026,338,0,0,59,0,0,0
6683,6,0,10,4,1026,5,0,0,64,0,0,0
6684,7,167,10,4,1026,5,0,17,64,0,0,56
6685,8,291,12,5,1026,331,0,1,63,0,0,239
6686,9,1680,14,6,1026,338,0,1,59,0,0,411
6687,10,3920,16,7,1026,107,0,17,53,0,0,548
6688,11,4927,18,7,1025,103,1,22,50,0,0,661
6689,12,3209,18,8,1024,56,0,20,50,0,0,388
6690,13,4713,20,7,1023,67,9,17,44,0,0,675
6691,14,2434,21,8,1022,52,1,24,42,0,0,489
6692,15,1295,22,8,1022,67,3,24,41,0,0,515
6693,16,841,23,8,1022,101,0,20,40,0,0,197
6694,17,581,22,8,1022,90,0,17,40,0,0,137
6695,18,63,22,8,1022,79,0,1,42,0,0,14
6696,21,0,19,8,1023,79,0,0,50,0,0,0
6697,22,0,20,8,1023,73,0,6,45,0,0,0
6698,23,0,19,8,1023,85,1,11,49,0,0,0
6699,0,0,18,7,1023,101,1,6,50,0,0,0
6700,1,0,17,7,1023,92,0,1,53,0,0,0
6701,2,0,17,7,1023,96,0,0,55,0,0,0
6702,3,0,16,7,1022,117,4,4,55,0,0,0
6703,4,0,16,6,1022,91,0,0,54,0,0,0
6704,5,0,15,5,1022,70,0,1,51,0,0,0
6705,6,0,15,5,1022,62,1,1,50,0,0,0
6706,7,256,15,3,1022,48,20,20,46,0,0,47
6707,8,438,16,4,1022,76,0,3,45,0,0,90
6708,9,906,15,5,1022,78,0,20,48,0,0,141
6709,10,2519,17,5,1021,75,4,20,46,0,0,323
6710,11,5081,19,7,1021,78,3,22,44,0,0,675
6711,12,5089,22,7,1020,89,20,22,38,0,0,722
6712,13,4752,23,6,1019,74,17,22,32,0,0,700
6713,14,2565,23,4,1018,100,16,33,28,0,0,631
6714,15,693,24,3,1017,115,17,25,27,0,0,513
6715,16,608,24,4,1017,53,3,20,28,0,0,341
6716,17,640,23,5,1017,95,0,8,30,0,0,142
6717,18,68,22,5,1017,96,0,4,34,0,0,11
6718,21,0,18,8,1018,95,0,0,53,0,0,0
6719,22,0,16,8,1018,95,0,0,57,0,0,0
6720,23,0,16,7,1018,95,0,0,55,0,0,0
6721,0,0,15,7,1018,95,0,0,58,0,0,0
6722,1,0,14,7,1018,95,0,0,64,0,0,0
6723,2,0,13,7,1018,95,0,0,68,0,0,0
6724,3,0,13,7,1018,95,0,0,68,0,0,0
